user_id,first_name,last_name,gender,date_of_birth,phone_number,infected,date_diagnosis
5059,Bernice,Rivera,female,2010-10-08,+1-799-984-1823,no,
5060,Marjorie,Basham,female,2014-04-03,5803112560,no,
5061,Ingrid,Nguyen,female,1949-03-30,001-088-576-3629x249,no,
5062,Janet,Houston,female,1958-08-24,+1-842-841-9938x7194,no,
5063,Sasha,Pettway,female,1945-08-07,001-992-226-2451,no,
5064,Lori,Kjar,female,1983-12-12,+1-608-907-1613x5119,no,
5065,Cheryl,Bunker,female,1942-09-24,326.187.9503x189,no,
5066,Carolina,Mcpherson,female,1987-06-26,001-464-632-1384,no,
5067,Doris,Holland,female,1982-02-07,(356)102-8373x3346,no,
5068,Jaime,Strand,female,2001-03-27,(528)670-2662,no,
5069,Remedios,Vasquez,female,1982-01-11,001-277-195-7137x61525,no,
5070,Savannah,Charlton,female,1999-11-10,215-613-3397,no,
5071,Nancy,Santos,female,2003-01-14,103.130.8063,no,
5072,Marjorie,Riggs,female,1991-03-08,001-151-173-4562x1711,no,
5073,Joann,Brunetti,female,1991-08-12,461.034.3234,yes,2020-08-02
5074,Leah,Wiemer,female,1950-06-09,(369)216-1376x32051,no,
5075,Cristina,Millican,female,1963-01-30,021.942.3073,no,
5076,Lorna,Houser,female,2016-08-11,001-528-350-9591x088,yes,2020-08-11
5077,Veronica,Hernandez,female,1990-02-03,+1-293-730-3164x80023,no,
5078,Patricia,Famulare,female,2000-11-12,228-650-5269x987,no,
5079,Nora,Hutchings,female,2005-08-07,001-345-590-5650x86330,no,
5080,Charlotte,Carruth,female,2007-02-17,(854)492-0303,no,
5081,Beverlee,Stein,female,1950-03-12,920-523-9167x997,no,
5082,Bonnie,George,female,1964-08-22,001-329-982-1526x492,no,
5083,Rosemary,Morgan,female,2019-11-13,499-788-3914x4303,no,
5084,Michelle,Crawford,female,1948-10-10,+1-280-639-7885x828,no,
5085,Catherine,Watson,female,2018-12-19,(001)521-8272x508,no,
5086,Sandra,Fager,female,1959-12-11,001-150-941-0444,no,
5087,Joyce,Davis,female,1948-05-03,(237)542-4391x2854,no,
5088,Laurie,Morrow,female,2004-01-22,+1-849-290-8160x79431,no,
5089,Elizabeth,Armitage,female,1968-12-03,263-430-3709,no,
5090,Betty,Wilkinson,female,2000-08-07,001-920-844-1121,no,
5091,Olivia,Melvin,female,2002-11-05,(057)388-9699x95176,no,
5092,Joanna,Trujillo,female,1967-11-11,001-852-516-2094x1218,no,
5093,Lori,Stephens,female,2017-09-15,753-293-8983x64046,no,
5094,Jamie,Higgins,female,2001-04-24,172.209.9201,no,
5095,Mary,Vanleuven,female,1951-05-08,001-653-812-5101x39160,no,
5096,Rebecca,Thompson,female,2010-07-08,+1-382-553-4415x73805,no,
5097,Socorro,Johnson,female,1972-01-27,426.432.5816x60572,no,
5098,Susie,Espinoza,female,1976-01-02,829.669.6372x1221,no,
5099,Edna,Oneill,female,1946-05-11,+1-825-321-4159x774,no,
5100,Connie,Borrego,female,1971-10-02,6804859082,no,
5101,Shannon,Hopper,female,1978-07-19,+1-174-528-5374x386,yes,2020-08-29
5102,Rachel,Garland,female,1961-11-01,545.934.6245,yes,2020-08-27
5103,Brittany,Brown,female,1976-02-08,1092322216,no,
5104,Betty,Washington,female,1969-04-08,001-649-835-9925x099,no,
5105,Julie,Singleton,female,1993-09-19,001-506-220-1459x8376,no,
5106,Lucy,Montgomery,female,1969-06-30,841-393-8620x766,no,
5107,Rachel,Veronesi,female,1986-04-17,713.009.4059x4304,yes,2020-08-30
5108,Sharon,Manley,female,2018-03-21,+1-948-293-5672x326,no,
5109,Teri,Mcginn,female,1956-02-02,001-628-383-6324x115,no,
5110,Vera,Fuller,female,1958-10-05,038.835.8554,no,
5111,Melaine,Huntley,female,1963-02-14,001-656-764-9692x193,no,
5112,Connie,Williams,female,1992-12-13,846-599-6747x03574,no,
5113,Waltraud,Wilson,female,2003-07-21,(826)299-5529,no,
5114,Alice,Mcalpin,female,1977-09-27,029.130.9905,no,
5115,Hilda,Seibert,female,1958-01-05,354.318.5881,no,
5116,Carla,Kitchen,female,2010-05-12,001-849-921-5221x5488,no,
5117,Lucille,Abernathy,female,2010-10-14,001-190-450-5578,no,
5118,Erlinda,Reinkemeyer,female,2005-08-18,862-177-4759,no,
5119,Christina,Richardson,female,2005-10-28,001-536-296-1804x5035,no,
5120,Jean,Estrada,female,1940-09-04,888.851.7643,no,
5121,Denise,Rembert,female,1975-10-18,001-181-002-7543,no,
5122,Kristi,Hanson,female,1985-05-21,001-790-998-1452x3005,no,
5123,Jessica,Kinsey,female,1953-08-13,+1-691-334-2516x6251,no,
5124,Raymonde,Burroughs,female,1942-12-01,(569)109-5022,no,
5125,Sylvia,Samuels,female,2004-03-24,774.361.7410x5206,no,
5126,Mary,Holt,female,1966-05-29,+1-587-800-3716x2434,yes,2020-08-16
5127,Lori,Green,female,1944-09-02,001-663-750-3875,no,
5128,Michelle,Ricley,female,2009-09-03,303.331.5404x46001,yes,2020-08-09
5129,Sally,Graham,female,1957-09-14,(717)035-4446x487,no,
5130,Angelica,Balboa,female,1967-11-23,+1-340-678-9950x623,no,
5131,Kathie,Parkin,female,2008-04-04,001-509-929-9342x406,no,
5132,Cindy,Cowan,female,1988-01-05,+1-099-508-3005x281,no,
5133,Kimberly,Albertson,female,2005-01-30,524.875.9054x662,no,
5134,Genevieve,Pearce,female,1969-08-10,597.923.9506,no,
5135,Catherine,Decker,female,2007-09-13,015-870-5885x62326,no,
5136,Cheryl,Smith,female,1952-10-02,(622)844-8947x43130,no,
5137,Nelda,Gallipeau,female,1982-03-01,(413)637-0691x087,no,
5138,Teresa,Halcomb,female,1954-02-07,253-042-2077,no,
5139,Kathie,Long,female,1981-05-16,173.056.0974x94465,no,
5140,Willa,Rediger,female,1994-03-19,(343)358-9351x711,no,
5141,Virginia,Holmquist,female,1974-09-30,698.808.4614x98325,no,
5142,June,Blanton,female,1967-04-08,001-733-933-9215,no,
5143,Stephanie,Kelley,female,1956-09-05,001-538-491-6471x2778,no,
5144,Susan,Lloyd,female,2011-01-27,+1-619-643-8394,no,
5145,Karen,Sparkman,female,1951-01-03,001-549-635-8374x624,yes,2020-08-09
5146,Wanda,Tucker,female,1946-09-26,001-474-840-0576x696,no,
5147,Erma,Rickman,female,1955-07-15,619-724-7905,no,
5148,Susan,Beebe,female,1940-07-23,787.277.0582,no,
5149,Stacia,Daniel,female,1989-07-15,(919)516-7249x200,no,
5150,Melanie,Vecker,female,1975-08-16,+1-462-422-2560x53293,no,
5151,Dorothy,Keil,female,2014-04-03,844-556-4927,no,
5152,Mildred,Moore,female,2018-10-24,+1-056-235-8386x8692,yes,2020-08-07
5153,Avis,Takaki,female,1973-09-13,+1-930-109-1901x94143,no,
5154,Paula,Greeno,female,1971-12-27,496-512-4927,no,
5155,Izetta,Mcgee,female,1959-07-24,450.650.0021x98142,no,
5156,Rosemary,Arbuckle,female,1987-07-16,+1-595-222-8509x1963,no,
5157,Julie,Cooper,female,1942-08-10,001-214-795-2399,no,
5158,Shirley,Babino,female,1949-10-20,1903708365,no,
5159,Gayle,Henline,female,1987-03-12,(973)074-4481,no,
5160,Edith,Dawson,female,1943-02-07,(263)051-5255,no,
5161,Helen,Wojciechowski,female,2015-09-29,933-037-9149x34066,no,
5162,Ramona,Mclaughlin,female,1940-10-19,+1-792-629-2280x4428,no,
5163,Jennifer,Northern,female,1979-12-02,(226)648-8115x464,no,
5164,Leanna,Schroeder,female,1975-05-17,(121)176-0825,no,
5165,Sheila,Bookman,female,1992-02-12,+1-763-766-6153x90410,no,
5166,Tanya,Heishman,female,1988-11-25,739-603-2636x575,no,
5167,Anna,Schley,female,1971-06-19,453.300.6306,no,
5168,Melissa,Wallace,female,1995-08-29,011-219-2767x0387,no,
5169,Sherry,Kent,female,1982-05-01,(658)495-5428x37194,no,
5170,Jennifer,Parke,female,1970-12-20,001-831-713-9508x5632,no,
5171,Beulah,Kennedy,female,1995-04-02,306.685.0847,no,
5172,Joanne,Vine,female,1965-05-13,(484)436-7546,no,
5173,Olivia,Bartley,female,1967-07-08,001-646-388-5834x870,no,
5174,Lorraine,Rowe,female,1953-06-16,083.065.2069x914,no,
5175,Carole,Arnold,female,2016-12-16,001-975-829-0223,no,
5176,Christine,Parsons,female,2014-10-08,700.708.8175,no,
5177,Carolyn,Stotesbury,female,1954-11-28,(670)914-9126x01181,no,
5178,Jeanine,Porter,female,1981-09-26,840.434.6097x75601,yes,2020-08-30
5179,Deborah,Pittman,female,2006-05-14,166-717-1203x0910,no,
5180,Helen,Roark,female,1959-10-01,277-085-8738x804,no,
5181,Margo,Egan,female,1994-04-15,(292)571-6736,no,
5182,Erika,Carroll,female,1982-03-01,089.571.1387x300,yes,2020-08-02
5183,Lori,Reyes,female,2012-01-02,441-316-6059,no,
5184,Mario,Hollander,female,1995-01-17,(297)048-7942,no,
5185,Toni,Ramos,female,1963-05-23,(670)886-5737x36179,no,
5186,Terry,Seymore,female,1998-11-27,448-109-5934,no,
5187,Sarah,Mcgraw,female,1987-02-26,001-383-621-5872x331,no,
5188,Marilyn,Pham,female,1996-04-02,(473)809-7925,no,
5189,Mellie,Ellis,female,1990-05-08,(439)223-0276x3602,no,
5190,Jeanine,Dimaio,female,2018-04-04,(735)925-2481,no,
5191,Susan,Kania,female,1991-08-07,901.706.8986x9278,no,
5192,Kerri,Ezell,female,2011-01-27,492-927-6917x023,no,
5193,Donna,Vanleer,female,1941-07-19,233.620.9780x78672,no,
5194,Helen,Costello,female,1973-12-05,178-557-2212x8007,no,
5195,Sarina,Hendryx,female,1980-05-01,001-909-332-0749x34291,no,
5196,Irene,Ward,female,2003-02-09,528-801-1676,no,
5197,Stacy,Harris,female,2008-04-06,952-876-3422,no,
5198,Geraldine,Spinks,female,1993-09-13,+1-506-432-0771x31811,no,
5199,Zelma,Domhoff,female,1963-06-15,001-301-408-3261x655,no,
5200,Alison,Bell,female,1990-04-12,001-890-058-9777x348,no,
5201,Betty,Carideo,female,1996-08-30,333.070.6838,no,
5202,Frances,Fuller,female,1943-07-21,108-602-6857x2659,no,
5203,Jeanette,Wilson,female,1982-08-06,920.133.1858x259,no,
5204,Stacy,Fanning,female,1970-10-21,338-073-2692x204,no,
5205,Nilsa,Perault,female,1950-06-02,(222)012-1525x77428,no,
5206,Peggy,Mccord,female,1957-12-26,345-911-4619x2328,no,
5207,Michele,Brown,female,2000-04-25,(136)577-9607,no,
5208,Jessica,Schaefer,female,1978-09-14,+1-098-735-0443x302,no,
5209,Rubi,Ritchey,female,1990-02-16,252-642-6686x8400,no,
5210,Latasha,Sauders,female,1964-08-27,001-408-284-9166x762,no,
5211,June,Owensby,female,1974-10-02,482.636.8193x21447,no,
5212,Michele,Williams,female,1946-11-15,+1-774-012-0665,no,
5213,Jacqueline,Pena,female,1993-12-16,001-044-233-4990x12607,no,
5214,Doris,Santiago,female,1960-07-23,8370276957,no,
5215,Dorothy,Alford,female,2002-11-10,(722)560-6385x29473,no,
5216,Alicia,Clayton,female,1990-06-09,+1-066-265-4733x161,no,
5217,Lori,Liebsch,female,1940-04-10,001-509-892-2190x23642,no,
5218,Tammy,Rankin,female,1965-07-22,(266)241-1995,no,
5219,Blanca,Pockrus,female,2008-11-07,+1-677-937-4477x5001,no,
5220,Mary,Watkins,female,1983-05-21,001-144-459-1173,no,
5221,Aaron,Currin,female,2005-12-28,069.979.7935x86144,no,
5222,Dominique,Tucker,female,2016-06-26,+1-536-110-1755x5541,no,
5223,Kelly,Clermont,female,1964-05-29,(485)848-9856x4414,no,
5224,Jana,Mason,female,2015-10-13,370-141-3215,no,
5225,Estella,Triplett,female,1985-08-09,+1-303-790-5742x304,no,
5226,Ivy,Richardson,female,1969-06-30,+1-135-610-2939,no,
5227,Dawn,Kossman,female,1973-10-22,477-993-6661,no,
5228,Bonnie,Pal,female,2003-10-26,667.912.4569x19120,no,
5229,Laura,Jones,female,1963-05-29,001-318-950-0343,no,
5230,Monica,Mcclure,female,1957-10-02,257.324.8643x7736,no,
5231,Sharon,Phillies,female,2002-08-21,614.683.1537,no,
5232,Sharon,Veach,female,1947-01-03,+1-984-629-7256x353,no,
5233,Gail,Nieves,female,1962-07-18,(884)679-9331,no,
5234,Stephanie,Fugate,female,1964-01-11,+1-046-911-7585x667,yes,2020-08-30
5235,Amber,Thies,female,1985-05-09,670-677-7047x8813,no,
5236,Sara,Hill,female,1961-05-31,581-090-3593,no,
5237,Dana,Salmon,female,1969-03-09,+1-651-055-1764x848,no,
5238,Mary,Butler,female,2002-06-27,8269677350,no,
5239,Julie,Damico,female,1953-08-26,001-600-806-4510x853,no,
5240,Christina,Day,female,1943-07-27,+1-167-327-5943x9002,no,
5241,Betty,Mitchell,female,2006-06-02,(169)711-3642,no,
5242,Margaret,Zych,female,1989-11-01,747-654-4742x758,no,
5243,Sherry,Corporan,female,1983-04-16,108-496-2777x010,no,
5244,Sherry,Bruni,female,1995-03-30,+1-394-175-0883x979,no,
5245,Elizabeth,Eastwood,female,1986-10-16,8557348266,yes,2020-08-09
5246,Eileen,Zeches,female,2001-07-07,826-723-1550,no,
5247,Irma,Aumick,female,1948-09-14,239-091-2635x3477,no,
5248,Nancy,Goodman,female,2013-08-08,001-061-795-4492x6417,no,
5249,Marguerite,Jaquess,female,1942-09-18,+1-377-723-2413,no,
5250,Lula,Becker,female,1953-02-03,906-178-2000x3338,no,
5251,Kelly,Pascoe,female,1950-08-25,324.948.2715x9422,no,
5252,Beatriz,Head,female,1984-03-01,+1-823-446-3600x7806,no,
5253,Megan,Gibson,female,1994-06-14,0332857867,no,
5254,Suzanne,Thompson,female,2002-08-10,+1-618-578-4386x6223,yes,2020-08-19
5255,Ellen,Monaco,female,1973-05-09,001-365-258-7444,no,
5256,Ruth,Priest,female,1966-07-01,820-223-7442,no,
5257,Mary,Merino,female,1994-02-14,(240)832-8020,no,
5258,Kristen,Ramirez,female,1959-06-13,+1-118-657-7698,no,
5259,Bettina,Larzazs,female,1942-12-01,+1-117-469-1062x65630,no,
5260,Molly,Mohseni,female,1962-02-04,001-023-861-6417x239,no,
5261,Mary,Moses,female,1978-03-28,+1-704-048-0783x10032,no,
5262,Faith,Thompson,female,1943-01-18,001-664-305-2513x328,no,
5263,Rosalie,Block,female,1985-04-10,001-236-242-2955,no,
5264,Jacqueline,Hepburn,female,2000-01-13,(548)230-8584x2573,no,
5265,Marie,Sutton,female,2008-10-13,(346)481-5151x44539,no,
5266,Andrea,Krueger,female,1952-02-10,132-085-4050,no,
5267,Nina,Ellwanger,female,1983-05-04,(044)060-5711,no,
5268,Tammy,Lemmons,female,1994-05-17,616.962.9477x523,no,
5269,Sandra,Callahan,female,2015-05-04,1388525171,no,
5270,Susan,Burks,female,1955-08-17,+1-714-657-7448,yes,2020-08-07
5271,Helen,Jones,female,1984-01-04,375-612-8017x0431,no,
5272,Windy,Reyes,female,2003-02-06,001-886-343-3070,yes,2020-08-06
5273,Mary,Buroker,female,1973-12-06,+1-463-595-5706x9722,no,
5274,Doris,Farnsworth,female,1954-07-04,(568)762-9083x06903,no,
5275,Kristen,Lingberg,female,2000-02-09,(723)350-8014x9521,no,
5276,Rosie,Morris,female,2016-02-09,(493)340-9287x3596,no,
5277,Patricia,Wilson,female,1946-05-09,001-258-989-9858,no,
5278,Delores,Lopez,female,1998-11-09,849.205.1912x7158,no,
5279,Shannon,Peterson,female,2001-04-04,452-554-1274x8844,no,
5280,Minnie,Clevenger,female,1987-01-08,975-403-6976x949,yes,2020-08-01
5281,Olga,Patterson,female,1945-02-12,+1-051-712-9605x3874,no,
5282,Kelly,Brooks,female,1950-06-01,095-973-6739x610,no,
5283,Robbi,Wilson,female,2016-02-26,(327)029-2893,no,
5284,Lacey,Briggs,female,1944-06-26,685-400-1694,no,
5285,Lindsey,Meehan,female,1989-02-10,682-824-1676,no,
5286,Esther,Klug,female,1953-09-13,029.771.5322x307,no,
5287,Eunice,Ford,female,1992-06-16,444.200.8752x357,no,
5288,Ruth,Robertson,female,1965-12-13,+1-572-135-8441x8118,no,
5289,Margrett,Henderson,female,1947-10-18,(619)573-5196,no,
5290,Antonia,Hanson,female,1973-07-07,046-287-1876x158,no,
5291,Theresa,Hopper,female,2016-11-24,(159)840-8380x8875,no,
5292,Viki,Miramontes,female,1959-04-11,001-462-413-2637x45736,no,
5293,Judith,Kinard,female,1968-03-15,402-745-4191,no,
5294,Benita,Taylor,female,1947-07-23,(795)016-1629,no,
5295,Nancy,Banuelos,female,1975-08-31,+1-182-699-5940x3571,no,
5296,Kathy,Brown,female,1952-05-10,+1-254-062-6541x81765,no,
5297,Maris,Amezaga,female,2011-12-25,672-915-2362x83718,no,
5298,Laura,Landry,female,1956-01-01,(233)605-2133x137,yes,2020-08-21
5299,Dolores,Birkline,female,2002-05-28,427-961-7789x33855,no,
5300,Elizabeth,Graves,female,2018-04-07,(812)575-5518x89868,no,
5301,Linda,Person,female,1949-10-26,2953542353,no,
5302,Sarah,Littlejohn,female,2019-08-27,(864)600-5842,no,
5303,Debbie,Desler,female,1990-06-07,969.337.5413x1393,no,
5304,Heidi,Hansen,female,1994-03-31,986.790.9213x072,no,
5305,Norma,Blanche,female,1944-03-22,(194)865-8440x32768,no,
5306,Dawn,Godfrey,female,1978-11-20,(037)592-5848,no,
5307,Jamie,Deitz,female,1960-05-01,(653)249-1806x415,no,
5308,Cindy,Combs,female,2014-06-15,247.447.9020x6049,no,
5309,Meghan,Clement,female,2019-10-17,890.160.4408,no,
5310,India,Bilotto,female,1977-05-07,330-410-8614x8462,no,
5311,Bernadette,Hawes,female,2000-10-30,114-831-9829x450,no,
5312,Stacy,Numbers,female,1975-04-21,+1-284-773-1869,no,
5313,Jodi,Rodriquez,female,1976-08-18,586.589.3807,no,
5314,Gillian,Martinez,female,2008-07-16,418.514.1425,no,
5315,Deborah,Bibee,female,1953-06-04,075.705.3817x89919,no,
5316,Shannon,Pease,female,1944-12-07,(571)921-9075,no,
5317,Josette,Brown,female,1978-09-01,(912)886-2212x45616,yes,2020-08-03
5318,Patricia,Carroll,female,1975-07-10,001-203-938-5202x6755,yes,2020-08-23
5319,Carol,Winograd,female,2011-12-17,(981)530-0780x8795,yes,2020-08-15
5320,Rose,Sandoval,female,1998-01-09,(267)137-4151,no,
5321,Patricia,Lundeen,female,1973-03-02,587-224-6793,no,
5322,Lashanda,Nelson,female,2002-12-03,+1-495-609-5756x71459,no,
5323,Patricia,Jauch,female,1965-02-10,864.922.8261,no,
5324,Diana,Kaina,female,2003-03-08,018.916.3294,no,
5325,Kathleen,Kelly,female,1966-02-17,475.546.1284x76785,no,
5326,Lisa,Briggs,female,2013-02-02,357.405.7556,no,
5327,Valerie,Calvert,female,2009-07-31,+1-920-618-4336x1263,no,
5328,Lea,Green,female,1982-05-21,561-112-2856x5911,no,
5329,Christina,Jarrell,female,2018-04-14,(729)606-5111x8162,no,
5330,Precious,Rivera,female,1946-08-14,+1-227-609-1627x977,no,
5331,Jana,Palmer,female,2005-02-26,(416)804-5136x119,no,
5332,Alice,Gagnon,female,1974-12-21,001-610-044-5200x533,no,
5333,Irma,Lutz,female,2018-07-17,738-861-1760,no,
5334,Janice,Taylor,female,1996-01-16,583.394.0250x17365,no,
5335,Maura,Frye,female,1986-11-17,(757)423-7505x3812,no,
5336,Carol,Grotts,female,2001-05-24,(465)780-6322x234,no,
5337,Margaret,Durall,female,1946-09-20,(823)064-8581,no,
5338,Sheila,Contreras,female,2015-12-04,+1-944-156-0148x829,no,
5339,Dolores,Mcdonald,female,1994-04-14,+1-511-900-3784x768,no,
5340,Lori,Williams,female,1977-01-19,733-478-3341,no,
5341,Lucinda,Carpenter,female,1963-12-18,698-477-6298x9171,no,
5342,Dorothy,Selman,female,1967-12-02,236-899-3670,no,
5343,Megan,Bengtson,female,1969-06-14,001-943-836-3211x087,no,
5344,Jennifer,Hansen,female,1998-10-30,968.079.2925,no,
5345,Susan,Elizalde,female,1989-09-30,796-442-0854,no,
5346,Ellen,Merrill,female,1973-08-07,+1-599-542-9296x11046,no,
5347,Virgie,Robles,female,1997-01-27,+1-594-114-6683x91523,no,
5348,Michele,Seymour,female,1986-05-20,001-636-872-9968x5861,no,
5349,Kathy,Dell,female,2009-09-05,+1-469-560-9374x392,no,
5350,Ruby,Greene,female,2001-03-17,1203068419,no,
5351,Stephanie,Thorpe,female,1955-06-08,(918)917-6803x00461,no,
5352,Jamie,Duff,female,1945-12-08,(405)520-1343,no,
5353,Elizabeth,Lee,female,2010-10-10,+1-078-889-7397,no,
5354,Agnes,Kelly,female,1960-12-15,+1-486-263-3289x4549,no,
5355,Leeanne,Hylan,female,1978-09-30,2040830450,no,
5356,Patricia,Hahn,female,2003-01-03,579.219.6891x141,no,
5357,Joan,Hamilton,female,1941-11-05,(228)195-1891,no,
5358,Elise,Battle,female,1989-08-16,0778001286,no,
5359,Geraldine,Boney,female,1975-02-16,456.905.9734,no,
5360,Gabrielle,Miller,female,1974-08-23,001-580-461-5640x09750,no,
5361,Lurlene,Wallace,female,1978-10-22,874-431-0115x5640,no,
5362,Kathleen,Hughes,female,1961-11-14,+1-824-465-1735x92505,no,
5363,Donna,Kean,female,1942-07-22,(769)547-7093,no,
5364,Elizabeth,Hammond,female,2005-08-08,(509)066-0557,no,
5365,Martha,Gordon,female,1992-07-19,324-481-6457,no,
5366,Cathy,Joseph,female,2011-03-14,+1-658-758-0720,no,
5367,Melissa,Coleman,female,1985-02-17,058-499-8887,no,
5368,Stephanie,Anderson,female,1989-06-08,001-963-134-0986x2065,no,
5369,Irene,Egan,female,1976-03-12,+1-658-365-9975x10284,no,
5370,Ann,Ramage,female,1943-04-07,(920)911-5479,no,
5371,Elnora,Spahr,female,1972-11-05,+1-927-095-3749x4802,no,
5372,Allison,Balding,female,2009-01-16,727.626.1319x415,no,
5373,Gloria,Mansfield,female,1982-02-02,(406)486-7432x27164,no,
5374,Ann,Reed,female,1999-05-11,+1-568-989-1803x264,yes,2020-08-05
5375,Mary,Lee,female,1959-08-17,+1-089-026-8498x8223,yes,2020-08-28
5376,Connie,Jepson,female,1960-11-06,+1-823-251-6133,no,
5377,Dorothy,Pranger,female,1981-09-05,001-516-081-5989x37716,no,
5378,Susan,Knaff,female,2003-09-18,001-106-094-2960x90271,yes,2020-08-20
5379,Barbara,Mcclendon,female,1958-05-25,920.512.1273x8457,no,
5380,Mary,Sortore,female,2008-07-15,(107)264-9081,no,
5381,Virginia,Parker,female,1990-07-11,+1-495-445-6226x128,no,
5382,Jean,Padua,female,2017-11-07,(778)711-7715,no,
5383,Debroah,Kuhn,female,1977-08-03,+1-104-274-3699x59621,no,
5384,Mila,Bouchard,female,1974-08-15,001-501-959-7754x159,no,
5385,Brandy,Reid,female,1945-07-11,227.342.7905,no,
5386,Virginia,Kelley,female,1964-08-26,(258)639-5856x20927,no,
5387,Sylvia,Riordan,female,2008-02-01,+1-212-440-9047,no,
5388,Alice,Miller,female,2000-03-12,(966)087-7690x825,no,
5389,Nancy,Kerr,female,1984-09-12,432-436-6000,no,
5390,Christine,Mixon,female,1950-08-19,077-347-8235x6763,no,
5391,Joyce,Gunnerson,female,1956-08-07,(204)390-1729,no,
5392,Margaret,Thomas,female,2010-06-18,+1-142-278-5154x81887,no,
5393,Hattie,Jackson,female,1949-10-04,+1-746-063-8161,no,
5394,Lois,Huskin,female,1940-11-12,(916)401-6369,no,
5395,Frances,Mclemore,female,1971-04-15,8489824707,no,
5396,Donna,Smith,female,1971-07-28,+1-587-646-4748x49607,no,
5397,Dorothy,Trusty,female,1988-06-29,+1-356-551-5421x961,no,
5398,Janice,Irvin,female,1986-05-10,653.422.0528x32928,no,
5399,Kathleen,Dunford,female,1984-06-09,847.749.2732x54182,no,
5400,Lorene,Ivey,female,1977-06-15,(298)003-5845,no,
5401,Jenise,Brunelle,female,1941-04-18,014-104-7874x3452,no,
5402,Johanna,Lona,female,2018-12-28,+1-406-877-9626x447,no,
5403,Marion,Rooney,female,1996-12-19,(330)048-0916x5098,no,
5404,Heather,Garcia,female,1955-05-08,705-348-3033,no,
5405,Noel,Williams,female,1960-11-08,001-022-419-7951x54255,no,
5406,Ruth,Hammons,female,1947-05-04,6781991893,yes,2020-08-19
5407,Lisa,Ford,female,1946-08-14,001-114-470-6295x9789,no,
5408,Rena,Collins,female,2006-04-07,377-947-5412,no,
5409,Maude,Fitch,female,1977-05-30,001-255-960-6012x904,no,
5410,Margaret,Duke,female,1952-12-30,232-703-5245,no,
5411,Cecily,Guillory,female,1997-08-21,001-937-271-7935x48123,no,
5412,Nancy,Mcdonald,female,1979-08-24,+1-640-716-2963x190,no,
5413,Vonnie,Otwell,female,1949-01-16,6526228612,no,
5414,Machelle,Nelson,female,1992-01-13,(784)269-6115,no,
5415,Helen,Bane,female,1993-04-30,001-139-607-3906x8996,no,
5416,Wanda,Sheppard,female,1982-08-02,947.460.8487x12954,no,
5417,Suzie,Jenkins,female,1943-04-17,265.586.4248,no,
5418,Erlinda,Comnick,female,1968-01-22,1455379790,no,
5419,Patricia,Roggenbaum,female,1956-10-26,777.625.5182x6925,no,
5420,Deborah,Charlesworth,female,1957-04-13,322-137-4191x276,no,
5421,Andrea,Hewins,female,1989-11-04,068-775-1196x71109,no,
5422,Lynette,Shelton,female,1965-08-08,(009)536-6744x691,no,
5423,Avis,Prickett,female,1970-12-25,+1-887-068-4383x7505,no,
5424,Kathy,Hopps,female,2018-03-12,805.372.5810x5280,no,
5425,Norma,Henderson,female,2011-01-17,+1-675-921-1356x91035,no,
5426,Rosalie,Clark,female,1945-02-14,(361)693-4487,no,
5427,Laverne,Martin,female,1980-05-25,+1-689-997-8786x594,no,
5428,Lindsey,Brown,female,1948-01-06,383-887-5421x122,no,
5429,Cynthia,Evans,female,2018-01-04,(965)470-1927x612,no,
5430,Jean,Stephens,female,2010-05-15,968.734.1672x88646,no,
5431,Elizabeth,Merida,female,1948-04-12,+1-551-203-8157x573,yes,2020-08-06
5432,Marlene,Suggs,female,1966-07-24,001-397-524-6022x91774,no,
5433,Mary,Kingore,female,1997-02-01,+1-842-422-0405x539,no,
5434,Elizabeth,Calnick,female,2009-03-19,+1-634-457-6061,no,
5435,Darla,Lynn,female,1941-12-10,246.288.8097x9919,no,
5436,Karla,Crist,female,1994-11-24,390.969.2196x8155,no,
5437,Margaret,Simpson,female,1946-05-19,001-234-495-2404x79001,no,
5438,Deborah,Lindsey,female,1966-05-09,536.682.7157,no,
5439,Lorraine,Mcwilliams,female,2014-04-30,680-142-4186x68182,no,
5440,Arline,Lawler,female,1965-08-14,+1-455-714-2463x1727,no,
5441,Mary,Kassab,female,1992-03-23,+1-268-530-0603x76300,no,
5442,Leticia,Jones,female,1965-10-21,9578166881,no,
5443,Ellie,Davison,female,1976-05-01,+1-861-700-3818,no,
5444,Beverly,Heber,female,2010-08-07,375-277-5391x27666,no,
5445,Jessica,Johnson,female,2003-10-08,786-419-8142x0951,no,
5446,Wendy,Pagel,female,2016-04-14,7096623848,no,
5447,Rosemary,Leo,female,1989-03-01,476.315.8136x40828,no,
5448,Shauna,Todd,female,1987-03-09,+1-188-731-4731,no,
5449,Stephanie,Sims,female,1980-04-18,106-916-5995x33203,no,
5450,Mariah,Corona,female,2012-04-03,+1-965-969-5781x36126,no,
5451,Grace,Elliott,female,1950-10-05,264-563-3729x19016,no,
5452,Roxanne,Kahl,female,2000-11-13,(039)813-4863x72768,no,
5453,Doreen,Peacock,female,1970-06-23,893-139-9868,no,
5454,Susan,Adkins,female,1978-12-20,+1-172-050-9877,no,
5455,Margaret,Frankel,female,1995-04-09,625.766.6508x5336,no,
5456,Joyce,Lugo,female,2018-01-15,539.046.5768x790,no,
5457,Sylvia,Fullilove,female,2018-06-07,961.147.2688x104,no,
